Vardas         Pavarde         ND1	ND2	ND3	ND4	ND5	ND6	ND7	ND8	ND9	Egz.
Vardas409      Pavarde409      6	4	8	9	10	7	6	8	7	1	
Vardas410      Pavarde410      7	5	9	2	8	6	4	1	4	6	
Vardas411      Pavarde411      10	6	1	1	9	10	4	1	10	4	
Vardas412      Pavarde412      10	7	3	3	6	2	2	10	3	10	
Vardas413      Pavarde413      7	1	1	10	7	7	2	10	3	6	
Vardas414      Pavarde414      6	6	4	4	4	10	6	6	4	7	
Vardas415      Pavarde415      9	8	1	7	10	4	5	9	6	4	
Vardas416      Pavarde416      1	8	10	5	8	3	7	2	4	5	
Vardas417      Pavarde417      10	1	4	1	4	7	5	4	1	7	
Vardas418      Pavarde418      9	3	10	10	10	2	4	7	5	8	
Vardas419      Pavarde419      3	3	10	2	7	5	4	7	5	6	
Vardas420      Pavarde420      2	5	8	10	3	4	9	1	9	1	
Vardas421      Pavarde421      8	7	7	6	9	6	10	9	7	7	
Vardas422      Pavarde422      10	5	8	8	3	10	5	5	5	10	
Vardas423      Pavarde423      10	10	10	2	7	9	7	8	2	3	
Vardas424      Pavarde424      3	8	4	7	8	1	4	2	5	8	
Vardas425      Pavarde425      5	8	5	2	3	7	8	7	10	4	
Vardas426      Pavarde426      2	5	9	2	2	8	3	4	5	2	
Vardas427      Pavarde427      8	1	9	2	3	2	6	9	10	2	
Vardas428      Pavarde428      10	9	8	3	6	9	10	4	9	2	
Vardas429      Pavarde429      1	8	4	9	2	6	5	7	3	5	
Vardas430      Pavarde430      5	1	6	2	8	10	3	9	4	10	
Vardas431      Pavarde431      7	10	2	5	9	10	10	5	5	6	
Vardas432      Pavarde432      1	1	9	10	8	6	3	10	5	2	
Vardas433      Pavarde433      2	8	6	9	6	8	7	2	8	8	
Vardas434      Pavarde434      2	6	9	6	4	1	1	5	7	9	
Vardas435      Pavarde435      10	1	2	5	2	3	3	7	10	6	
Vardas436      Pavarde436      2	8	8	10	3	5	6	1	1	5	
Vardas437      Pavarde437      6	3	5	9	8	2	7	8	5	8	
Vardas438      Pavarde438      5	2	8	2	9	8	1	1	4	10	
Vardas439      Pavarde439      6	6	4	3	10	6	3	4	9	9	
Vardas440      Pavarde440      5	6	10	4	6	7	9	2	5	10	
Vardas441      Pavarde441      4	8	7	8	10	6	8	8	1	10	
Vardas442      Pavarde442      1	2	9	8	10	10	4	10	10	2	
Vardas443      Pavarde443      1	9	6	7	1	9	5	4	5	9	
Vardas444      Pavarde444      3	2	9	4	1	4	1	5	9	3	
Vardas445      Pavarde445      9	1	7	8	9	7	7	2	3	2	
Vardas446      Pavarde446      5	1	10	3	1	1	3	8	7	9	
Vardas447      Pavarde447      3	5	10	5	7	6	1	9	7	2	
Vardas448      Pavarde448      8	4	10	8	3	6	5	6	7	10	
Vardas449      Pavarde449      5	9	8	3	6	7	2	6	6	7	
Vardas450      Pavarde450      2	2	9	8	5	4	4	4	1	9	
Vardas451      Pavarde451      6	9	10	10	10	10	3	3	10	7	
Vardas452      Pavarde452      3	1	1	2	4	8	7	9	7	5	
Vardas453      Pavarde453      8	8	9	7	9	4	9	6	6	9	
Vardas454      Pavarde454      3	10	9	6	1	6	8	10	2	4	
Vardas455      Pavarde455      5	6	6	10	10	6	3	7	2	2	
Vardas456      Pavarde456      10	7	3	8	8	5	8	8	8	8	
Vardas457      Pavarde457      5	4	1	5	5	5	2	10	8	9	
Vardas458      Pavarde458      1	6	9	8	10	5	1	6	2	1	
Vardas459      Pavarde459      7	5	4	6	8	5	3	5	10	4	
Vardas460      Pavarde460      8	9	10	5	7	10	5	8	2	1	
Vardas461      Pavarde461      5	1	7	7	5	10	9	9	3	1	
Vardas462      Pavarde462      10	1	2	4	7	4	5	5	6	6	
Vardas463      Pavarde463      2	6	2	3	7	6	8	4	3	8	
Vardas464      Pavarde464      8	8	3	9	8	1	6	6	3	3	
Vardas465      Pavarde465      6	6	10	7	9	9	8	6	8	4	
Vardas466      Pavarde466      2	2	2	5	6	1	7	8	8	8	
Vardas467      Pavarde467      8	10	7	3	10	1	10	2	1	10	
Vardas468      Pavarde468      1	7	7	7	9	7	2	2	2	8	
Vardas469      Pavarde469      5	8	3	7	4	2	9	3	10	3	
Vardas470      Pavarde470      2	8	8	10	10	2	1	8	9	3	
Vardas471      Pavarde471      10	5	8	6	4	6	8	5	9	8	
Vardas472      Pavarde472      9	3	7	9	10	6	3	2	8	3	
Vardas473      Pavarde473      8	10	4	5	4	7	6	9	3	3	
Vardas474      Pavarde474      8	4	10	9	1	4	2	8	9	4	
Vardas475      Pavarde475      10	7	2	1	3	7	10	4	3	2	
Vardas476      Pavarde476      6	7	8	2	2	7	8	6	6	8	
Vardas477      Pavarde477      10	6	1	5	7	5	6	1	10	7	
Vardas478      Pavarde478      8	2	1	10	9	9	8	1	9	4	
Vardas479      Pavarde479      8	3	1	9	2	7	9	6	5	8	
Vardas480      Pavarde480      10	3	8	4	9	6	4	9	9	9	
Vardas481      Pavarde481      3	5	8	10	9	2	8	1	7	2	
Vardas482      Pavarde482      9	6	5	9	2	5	1	9	3	10	
Vardas483      Pavarde483      3	9	5	2	4	7	9	10	3	7	
Vardas484      Pavarde484      10	10	7	4	1	5	8	4	4	5	
Vardas485      Pavarde485      10	4	10	1	7	3	9	9	9	2	
Vardas486      Pavarde486      4	2	6	2	2	9	5	10	6	4	
Vardas487      Pavarde487      4	10	2	4	6	6	10	1	2	3	
Vardas488      Pavarde488      1	7	10	3	3	6	1	6	10	5	
Vardas489      Pavarde489      10	4	5	7	8	9	9	2	6	5	
Vardas490      Pavarde490      10	4	1	5	1	3	6	10	8	5	
Vardas491      Pavarde491      4	3	9	9	5	9	10	8	4	2	
Vardas492      Pavarde492      1	4	4	8	3	10	5	7	8	6	
Vardas493      Pavarde493      5	10	7	7	1	7	7	9	10	10	
Vardas494      Pavarde494      8	9	5	10	2	6	1	4	2	10	
Vardas495      Pavarde495      6	9	4	7	1	4	7	7	9	3	
Vardas496      Pavarde496      4	7	8	1	1	5	9	4	4	4	
Vardas497      Pavarde497      6	3	4	10	1	4	10	2	6	2	
Vardas498      Pavarde498      10	1	5	5	4	1	7	2	4	1	
Vardas499      Pavarde499      3	2	8	10	4	7	5	1	6	3	
Vardas500      Pavarde500      4	2	7	3	6	7	2	2	2	2	
Vardas501      Pavarde501      1	9	5	6	3	1	4	3	8	10	
Vardas502      Pavarde502      9	2	5	9	5	10	5	1	6	6	
Vardas503      Pavarde503      10	2	9	10	5	9	9	10	1	10	
Vardas504      Pavarde504      2	8	5	5	8	8	2	9	2	1	
Vardas505      Pavarde505      7	1	2	1	4	2	8	7	7	4	
Vardas506      Pavarde506      7	8	3	2	10	4	4	9	2	2	
Vardas507      Pavarde507      5	4	2	4	8	5	3	3	9	9	
Vardas508      Pavarde508      8	2	2	5	9	7	6	3	6	6	
Vardas509      Pavarde509      10	1	5	5	5	3	9	10	5	10	
Vardas510      Pavarde510      5	5	10	2	2	1	5	8	8	2	
Vardas511      Pavarde511      2	1	10	8	7	10	3	10	10	3	
Vardas512      Pavarde512      10	3	4	3	6	4	2	4	5	8	
Vardas513      Pavarde513      2	5	5	10	3	2	5	10	6	4	
Vardas514      Pavarde514      7	1	10	4	10	2	7	6	7	3	
Vardas515      Pavarde515      1	3	5	10	6	2	8	7	1	8	
Vardas516      Pavarde516      8	1	2	5	2	2	3	1	9	7	
Vardas517      Pavarde517      6	9	9	4	9	6	3	3	9	5	
Vardas518      Pavarde518      8	7	9	3	5	2	3	1	9	8	
Vardas519      Pavarde519      2	4	10	3	9	6	2	1	7	5	
Vardas520      Pavarde520      10	7	9	3	3	6	5	5	5	1	
Vardas521      Pavarde521      4	9	5	8	2	5	9	4	5	10	
Vardas522      Pavarde522      8	7	5	3	8	10	6	2	3	6	
Vardas523      Pavarde523      5	3	5	1	6	3	2	10	7	1	
Vardas524      Pavarde524      1	6	8	2	7	7	5	6	7	6	
Vardas525      Pavarde525      5	8	3	9	2	4	8	10	4	2	
Vardas526      Pavarde526      2	4	5	3	10	8	9	2	5	3	
Vardas527      Pavarde527      2	8	7	10	10	3	7	4	7	1	
Vardas528      Pavarde528      9	10	3	7	10	8	4	4	4	8	
Vardas529      Pavarde529      4	8	9	10	5	10	2	10	4	9	
Vardas530      Pavarde530      9	8	7	3	7	2	6	4	3	6	
Vardas531      Pavarde531      7	7	4	4	4	6	8	3	4	10	
Vardas532      Pavarde532      1	2	8	9	10	3	3	5	9	3	
Vardas533      Pavarde533      8	1	7	2	8	9	8	8	9	4	
Vardas534      Pavarde534      4	8	4	8	6	6	8	9	4	5	
Vardas535      Pavarde535      1	9	9	2	2	3	6	8	8	1	
Vardas536      Pavarde536      2	4	10	3	8	7	6	1	7	8	
Vardas537      Pavarde537      6	8	7	1	7	9	7	7	3	5	
Vardas538      Pavarde538      3	5	8	4	8	2	8	8	2	5	
Vardas539      Pavarde539      7	10	1	6	8	2	8	2	4	5	
Vardas540      Pavarde540      6	9	1	9	8	6	10	7	9	4	
Vardas541      Pavarde541      9	8	3	3	2	7	1	4	3	6	
Vardas542      Pavarde542      6	1	3	4	6	7	7	5	3	8	
Vardas543      Pavarde543      6	2	3	2	4	2	8	2	5	8	
Vardas544      Pavarde544      2	7	5	1	10	1	9	7	2	6	
Vardas545      Pavarde545      4	4	8	8	6	10	2	3	6	5	
Vardas546      Pavarde546      8	4	9	9	2	5	9	7	10	4	
Vardas547      Pavarde547      9	8	1	4	7	10	10	7	8	2	
Vardas548      Pavarde548      1	4	2	6	3	1	9	3	2	3	
Vardas549      Pavarde549      10	2	10	10	8	6	2	1	5	9	
Vardas550      Pavarde550      6	9	5	2	4	8	10	8	2	10	
Vardas551      Pavarde551      7	8	4	7	7	7	5	6	2	3	
Vardas552      Pavarde552      7	8	10	3	8	3	6	10	10	8	
Vardas553      Pavarde553      10	1	3	10	1	9	10	7	7	7	
Vardas554      Pavarde554      5	2	1	9	3	5	8	8	10	4	
Vardas555      Pavarde555      9	6	3	7	5	6	4	8	4	1	
Vardas556      Pavarde556      9	10	10	7	6	4	3	7	1	8	
Vardas557      Pavarde557      5	2	2	10	3	8	2	9	6	4	
Vardas558      Pavarde558      10	5	4	10	2	8	6	3	2	9	
Vardas559      Pavarde559      5	2	10	8	5	1	7	1	5	5	
Vardas560      Pavarde560      9	6	3	6	1	4	3	5	5	1	
Vardas561      Pavarde561      10	5	7	7	4	10	6	10	2	7	
Vardas562      Pavarde562      2	5	3	6	6	9	4	2	5	5	
Vardas563      Pavarde563      9	4	4	1	10	6	10	2	1	1	
Vardas564      Pavarde564      2	8	7	1	4	6	2	5	6	5	
Vardas565      Pavarde565      5	6	2	4	10	9	9	2	1	10	
Vardas566      Pavarde566      5	3	7	8	1	5	9	9	6	10	
Vardas567      Pavarde567      6	8	5	3	3	7	9	1	8	8	
Vardas568      Pavarde568      9	1	9	7	9	3	5	5	1	3	
Vardas569      Pavarde569      10	4	7	10	8	3	1	10	6	5	
Vardas570      Pavarde570      1	10	2	7	8	9	10	9	4	6	
Vardas571      Pavarde571      4	8	4	1	2	8	9	5	3	5	
Vardas572      Pavarde572      6	3	4	3	5	8	3	8	2	3	
Vardas573      Pavarde573      1	2	6	7	3	3	10	2	10	1	
Vardas574      Pavarde574      3	7	6	6	8	5	2	8	6	10	
Vardas575      Pavarde575      10	9	8	4	10	10	8	6	1	1	
Vardas576      Pavarde576      4	8	10	1	10	3	6	10	9	2	
Vardas577      Pavarde577      4	3	7	4	5	3	10	1	3	9	
Vardas578      Pavarde578      3	7	5	3	6	4	5	9	2	10	
Vardas579      Pavarde579      9	9	6	10	6	6	8	1	9	4	
Vardas580      Pavarde580      4	3	6	5	2	2	2	1	3	2	
Vardas581      Pavarde581      3	1	9	10	2	4	7	5	9	3	
Vardas582      Pavarde582      5	9	1	3	1	10	3	4	5	8	
Vardas583      Pavarde583      1	8	8	1	5	4	8	1	5	2	
Vardas584      Pavarde584      9	8	10	6	1	1	4	1	2	7	
Vardas585      Pavarde585      8	5	5	9	1	5	4	3	7	1	
Vardas586      Pavarde586      5	1	7	9	8	5	6	9	10	2	
Vardas587      Pavarde587      8	3	3	3	7	2	6	2	9	6	
Vardas588      Pavarde588      6	2	2	6	5	6	9	4	6	2	
Vardas589      Pavarde589      3	1	9	1	1	10	2	4	7	10	
Vardas590      Pavarde590      5	2	8	9	6	5	7	6	8	6	
Vardas591      Pavarde591      9	6	3	9	7	6	3	2	5	4	
Vardas592      Pavarde592      8	7	6	8	1	7	6	5	3	7	
Vardas593      Pavarde593      10	10	6	4	7	5	1	2	9	1	
Vardas594      Pavarde594      6	8	9	6	3	9	10	7	4	1	
Vardas595      Pavarde595      2	10	4	4	5	4	10	4	4	5	
Vardas596      Pavarde596      1	7	3	9	9	3	1	7	5	2	
Vardas597      Pavarde597      1	7	10	4	7	8	4	9	6	6	
Vardas598      Pavarde598      1	8	5	1	5	9	8	5	10	2	
Vardas599      Pavarde599      6	7	7	6	4	5	6	7	10	10	
Vardas600      Pavarde600      6	8	4	3	3	7	9	2	5	5	
Vardas601      Pavarde601      5	4	6	7	9	1	1	10	2	2	
Vardas602      Pavarde602      2	3	3	8	2	6	8	4	3	7	
Vardas603      Pavarde603      2	6	8	1	8	8	3	3	5	2	
Vardas604      Pavarde604      10	3	8	10	7	4	2	8	2	9	
Vardas605      Pavarde605      9	4	5	8	6	2	5	8	5	8	
Vardas606      Pavarde606      4	6	4	10	5	10	9	6	2	2	
Vardas607      Pavarde607      10	4	5	4	5	10	1	10	10	8	
Vardas608      Pavarde608      6	1	2	4	10	8	7	8	4	4	
Vardas609      Pavarde609      7	8	9	7	4	5	10	8	5	1	
Vardas610      Pavarde610      4	1	3	6	9	4	1	4	10	1	
Vardas611      Pavarde611      5	7	6	9	3	7	7	6	4	3	
Vardas612      Pavarde612      5	1	8	10	10	10	9	6	5	10	
Vardas613      Pavarde613      5	10	9	3	6	1	5	2	9	1	
Vardas614      Pavarde614      3	9	10	6	5	4	8	4	6	8	
Vardas615      Pavarde615      3	4	7	9	1	8	6	9	9	4	
Vardas616      Pavarde616      8	9	5	10	10	10	4	2	4	6	
Vardas617      Pavarde617      2	7	9	10	5	1	8	4	10	6	
Vardas618      Pavarde618      6	6	2	5	10	4	9	7	2	2	
Vardas619      Pavarde619      9	2	2	5	3	5	2	4	9	2	
Vardas620      Pavarde620      5	1	10	1	3	1	8	3	1	4	
Vardas621      Pavarde621      8	3	8	5	2	4	9	3	4	1	
Vardas622      Pavarde622      10	4	3	10	5	9	10	4	10	6	
Vardas623      Pavarde623      5	10	1	1	6	6	7	3	8	10	
Vardas624      Pavarde624      10	8	1	5	9	1	10	4	6	3	
Vardas625      Pavarde625      7	9	5	3	3	3	6	8	1	3	
Vardas626      Pavarde626      6	3	3	5	6	2	8	4	4	10	
Vardas627      Pavarde627      8	2	4	3	10	5	2	10	10	2	
Vardas628      Pavarde628      10	7	8	2	1	3	5	8	3	4	
Vardas629      Pavarde629      2	4	7	7	3	7	2	3	3	3	
Vardas630      Pavarde630      5	6	3	5	9	10	4	4	10	10	
Vardas631      Pavarde631      8	3	9	5	2	4	9	1	3	10	
Vardas632      Pavarde632      8	8	5	6	4	9	4	8	4	6	
Vardas633      Pavarde633      4	3	1	6	2	10	1	1	10	1	
Vardas634      Pavarde634      2	1	10	1	10	7	5	1	10	2	
Vardas635      Pavarde635      8	2	3	3	1	10	1	6	2	10	
Vardas636      Pavarde636      8	2	5	6	10	9	2	6	1	1	
Vardas637      Pavarde637      8	1	10	4	1	6	9	9	8	5	
Vardas638      Pavarde638      10	7	1	6	2	7	10	7	4	1	
Vardas639      Pavarde639      2	6	1	8	4	8	10	8	4	7	
Vardas640      Pavarde640      8	5	3	1	1	9	9	3	1	4	
Vardas641      Pavarde641      1	10	3	9	10	3	6	5	8	3	
Vardas642      Pavarde642      4	4	10	1	2	8	7	3	5	10	
Vardas643      Pavarde643      6	4	5	8	4	5	7	7	7	1	
Vardas644      Pavarde644      9	6	5	3	9	1	4	8	9	4	
Vardas645      Pavarde645      3	8	8	3	4	6	8	6	2	1	
Vardas646      Pavarde646      2	3	1	8	5	3	10	10	3	7	
Vardas647      Pavarde647      2	8	8	6	3	1	1	9	3	1	
Vardas648      Pavarde648      3	7	5	9	6	1	8	10	2	8	
Vardas649      Pavarde649      3	5	4	2	5	2	1	2	6	2	
Vardas650      Pavarde650      7	1	9	6	9	7	8	9	7	10	
Vardas651      Pavarde651      3	6	5	4	6	1	5	3	5	4	
Vardas652      Pavarde652      3	2	8	2	1	3	9	3	6	5	
Vardas653      Pavarde653      6	1	2	9	2	8	6	1	3	6	
Vardas654      Pavarde654      6	8	2	6	8	2	4	1	5	9	
Vardas655      Pavarde655      9	8	4	2	6	2	7	1	2	8	
Vardas656      Pavarde656      9	8	4	3	4	3	7	2	5	6	
Vardas657      Pavarde657      8	7	3	8	2	5	8	8	5	5	
Vardas658      Pavarde658      4	9	2	3	9	3	3	8	4	1	
Vardas659      Pavarde659      3	7	9	10	7	5	9	2	3	3	
Vardas660      Pavarde660      1	10	6	9	10	7	7	8	1	2	
Vardas661      Pavarde661      3	7	10	7	2	9	1	4	4	2	
Vardas662      Pavarde662      5	7	5	6	6	7	3	5	3	7	
Vardas663      Pavarde663      6	3	6	10	3	7	8	1	4	3	
Vardas664      Pavarde664      7	4	2	9	10	5	10	4	6	5	
Vardas665      Pavarde665      4	7	5	2	3	6	2	10	6	2	
Vardas666      Pavarde666      1	1	2	3	5	3	8	9	3	10	
Vardas667      Pavarde667      10	2	5	7	1	2	10	8	3	9	
Vardas668      Pavarde668      5	6	5	10	6	9	2	9	1	8	
Vardas669      Pavarde669      4	10	10	5	10	7	9	2	6	7	
Vardas670      Pavarde670      8	9	2	3	7	8	10	3	3	5	
Vardas671      Pavarde671      3	9	8	4	2	8	1	1	1	3	
Vardas672      Pavarde672      2	10	9	7	4	2	5	10	4	6	
Vardas673      Pavarde673      7	6	1	4	1	3	8	6	4	5	
Vardas674      Pavarde674      4	4	5	5	3	1	5	1	2	7	
Vardas675      Pavarde675      2	8	4	9	3	7	2	2	1	1	
Vardas676      Pavarde676      7	3	6	9	5	1	5	9	6	2	
Vardas677      Pavarde677      7	2	8	5	10	3	6	3	4	2	
Vardas678      Pavarde678      4	9	5	1	3	6	3	1	6	3	
Vardas679      Pavarde679      5	9	3	9	10	9	7	3	10	1	
Vardas680      Pavarde680      2	4	1	4	5	9	4	2	2	3	
Vardas681      Pavarde681      9	5	5	10	5	9	4	5	8	8	
Vardas682      Pavarde682      6	1	7	2	1	5	7	2	4	7	
Vardas683      Pavarde683      7	3	3	3	9	3	6	4	2	6	
Vardas684      Pavarde684      10	5	3	6	2	6	5	8	3	4	
Vardas685      Pavarde685      3	2	2	2	3	1	2	5	6	2	
Vardas686      Pavarde686      3	6	6	6	5	3	4	9	7	7	
Vardas687      Pavarde687      4	8	1	1	2	6	5	4	5	7	
Vardas688      Pavarde688      8	9	2	7	10	8	8	6	4	6	
Vardas689      Pavarde689      3	1	2	6	1	1	8	2	10	2	
Vardas690      Pavarde690      8	2	4	3	4	4	9	9	7	5	
Vardas691      Pavarde691      1	6	10	3	8	2	6	5	8	4	
Vardas692      Pavarde692      7	8	7	3	7	4	2	10	7	5	
Vardas693      Pavarde693      2	4	7	2	10	1	4	9	5	10	
Vardas694      Pavarde694      1	9	9	2	5	5	10	9	3	1	
Vardas695      Pavarde695      4	3	7	8	5	2	2	9	5	7	
Vardas696      Pavarde696      5	4	1	1	4	5	6	4	7	3	
Vardas697      Pavarde697      10	6	2	3	8	5	3	4	10	7	
Vardas698      Pavarde698      6	2	10	5	6	7	3	9	7	4	
Vardas699      Pavarde699      5	8	7	9	6	2	1	5	7	9	
Vardas700      Pavarde700      9	10	4	10	6	4	2	4	4	8	
Vardas701      Pavarde701      9	7	5	4	7	9	4	2	2	5	
Vardas702      Pavarde702      6	2	3	3	9	8	1	4	5	8	
Vardas703      Pavarde703      4	10	8	3	2	9	4	5	4	4	
Vardas704      Pavarde704      9	10	1	9	10	6	2	1	10	3	
Vardas705      Pavarde705      2	6	10	3	4	8	7	6	1	4	
Vardas706      Pavarde706      10	4	6	9	9	7	1	3	2	8	
Vardas707      Pavarde707      9	9	4	3	3	6	9	10	10	8	
Vardas708      Pavarde708      9	7	3	7	3	1	4	6	9	1	
Vardas709      Pavarde709      4	7	6	10	6	8	1	2	5	8	
Vardas710      Pavarde710      1	3	7	4	6	6	10	9	4	2	
Vardas711      Pavarde711      7	7	2	2	3	6	10	2	10	7	
Vardas712      Pavarde712      8	3	1	6	3	9	2	1	8	3	
Vardas713      Pavarde713      9	2	2	6	1	6	1	4	9	7	
Vardas714      Pavarde714      9	1	6	8	8	8	5	1	10	4	
Vardas715      Pavarde715      10	7	5	6	5	5	7	5	8	8	
Vardas716      Pavarde716      6	2	3	9	8	3	9	3	2	6	
Vardas717      Pavarde717      4	8	7	3	7	6	2	2	6	1	
Vardas718      Pavarde718      6	3	4	8	3	7	8	4	2	7	
Vardas719      Pavarde719      9	7	5	4	4	7	1	9	3	9	
Vardas720      Pavarde720      4	2	1	5	1	5	7	2	9	1	
Vardas721      Pavarde721      9	7	8	1	3	2	8	8	10	6	
Vardas722      Pavarde722      7	2	2	8	3	5	2	8	3	4	
Vardas723      Pavarde723      9	4	9	3	10	2	7	1	8	8	
Vardas724      Pavarde724      6	1	1	3	1	6	4	4	8	5	
Vardas725      Pavarde725      1	7	4	8	3	4	3	2	10	3	
Vardas726      Pavarde726      1	10	6	6	6	4	4	4	9	6	
Vardas727      Pavarde727      5	4	4	9	4	9	10	9	8	4	
Vardas728      Pavarde728      6	2	5	6	1	3	8	8	8	10	
Vardas729      Pavarde729      3	9	6	5	10	8	5	6	2	5	
Vardas730      Pavarde730      2	3	10	4	9	6	10	1	4	6	
Vardas731      Pavarde731      4	8	3	6	1	2	10	7	8	8	
Vardas732      Pavarde732      2	7	8	1	4	1	5	9	5	3	
Vardas733      Pavarde733      10	9	9	4	3	6	1	2	5	2	
Vardas734      Pavarde734      6	5	4	3	10	6	2	6	7	5	
Vardas735      Pavarde735      8	8	9	5	9	3	3	8	10	9	
Vardas736      Pavarde736      4	5	5	3	4	6	5	4	5	8	
Vardas737      Pavarde737      1	4	3	4	3	6	2	2	4	3	
Vardas738      Pavarde738      5	8	10	4	1	6	6	7	6	4	
Vardas739      Pavarde739      6	1	10	7	7	5	9	10	8	10	
Vardas740      Pavarde740      1	3	10	7	6	3	10	6	8	10	
Vardas741      Pavarde741      10	6	1	4	7	6	3	3	5	2	
Vardas742      Pavarde742      7	7	7	2	10	9	3	2	6	1	
Vardas743      Pavarde743      9	7	3	2	9	10	8	7	3	5	
Vardas744      Pavarde744      2	3	8	1	5	9	1	10	4	4	
Vardas745      Pavarde745      4	4	8	4	10	6	3	9	7	2	
Vardas746      Pavarde746      5	3	8	3	3	7	10	8	10	7	
Vardas747      Pavarde747      5	1	2	9	7	10	6	4	1	9	
Vardas748      Pavarde748      5	9	9	6	1	9	1	1	5	7	
Vardas749      Pavarde749      10	9	1	4	3	10	8	7	6	2	
Vardas750      Pavarde750      5	5	5	6	8	4	4	7	2	8	
Vardas751      Pavarde751      5	7	4	6	3	6	10	8	5	10	
Vardas752      Pavarde752      8	5	9	8	10	1	9	2	7	2	
Vardas753      Pavarde753      8	10	3	7	2	5	8	8	9	5	
Vardas754      Pavarde754      8	2	7	7	8	7	6	9	2	7	
Vardas755      Pavarde755      3	7	9	8	2	8	8	9	6	4	
Vardas756      Pavarde756      2	1	3	5	9	7	1	8	6	8	
Vardas757      Pavarde757      1	2	9	4	6	3	2	3	1	3	
Vardas758      Pavarde758      7	6	7	8	7	5	2	7	5	10	
Vardas759      Pavarde759      3	4	4	2	1	3	4	9	5	7	
Vardas760      Pavarde760      4	7	5	10	10	3	9	4	1	7	
Vardas761      Pavarde761      2	8	2	10	2	10	8	4	10	4	
Vardas762      Pavarde762      6	1	8	7	2	1	3	5	7	8	
Vardas763      Pavarde763      8	4	2	4	5	3	8	10	4	7	
Vardas764      Pavarde764      8	9	9	5	5	2	5	10	3	7	
Vardas765      Pavarde765      1	2	2	4	8	7	10	8	4	10	
Vardas766      Pavarde766      1	7	1	7	3	6	8	5	10	7	
Vardas767      Pavarde767      4	6	1	4	7	5	10	5	6	8	
Vardas768      Pavarde768      6	7	3	10	3	5	8	6	8	2	
Vardas769      Pavarde769      9	2	2	6	7	1	6	7	2	9	
Vardas770      Pavarde770      8	5	10	7	9	1	1	8	10	6	
Vardas771      Pavarde771      2	7	8	6	7	4	3	5	3	10	
Vardas772      Pavarde772      7	8	6	9	10	2	10	7	9	5	
Vardas773      Pavarde773      5	10	2	5	2	9	2	2	6	10	
Vardas774      Pavarde774      10	8	9	4	6	2	5	4	5	4	
Vardas775      Pavarde775      5	8	7	8	2	7	9	2	9	6	
Vardas776      Pavarde776      4	4	7	1	3	8	8	10	5	8	
Vardas777      Pavarde777      6	8	4	4	6	6	6	6	9	9	
Vardas778      Pavarde778      7	3	9	10	3	6	9	6	10	5	
Vardas779      Pavarde779      1	1	2	10	1	7	6	9	2	5	
Vardas780      Pavarde780      6	8	3	2	3	10	9	8	8	8	
Vardas781      Pavarde781      3	4	9	6	4	4	9	1	7	9	
Vardas782      Pavarde782      10	10	1	7	5	5	3	9	7	10	
Vardas783      Pavarde783      10	10	2	7	4	3	10	5	8	6	
Vardas784      Pavarde784      5	2	5	1	1	3	5	4	1	2	
Vardas785      Pavarde785      1	7	3	1	4	2	9	9	5	6	
Vardas786      Pavarde786      4	9	4	1	8	7	3	7	8	2	
Vardas787      Pavarde787      2	1	4	10	8	3	4	3	3	8	
Vardas788      Pavarde788      7	3	9	3	7	10	4	10	4	7	
Vardas789      Pavarde789      10	9	3	10	3	6	10	5	4	4	
Vardas790      Pavarde790      5	9	7	2	10	3	4	2	9	6	
Vardas791      Pavarde791      8	9	3	6	6	2	1	7	7	1	
Vardas792      Pavarde792      2	3	7	8	6	6	5	9	1	5	
Vardas793      Pavarde793      3	1	3	8	7	3	3	10	10	8	
Vardas794      Pavarde794      1	1	3	6	8	1	6	10	3	3	
Vardas795      Pavarde795      7	3	2	4	6	2	10	10	10	3	
Vardas796      Pavarde796      2	7	1	3	5	3	1	3	9	1	
Vardas797      Pavarde797      1	6	7	3	1	7	10	5	10	3	
Vardas798      Pavarde798      7	8	10	7	5	8	6	10	7	4	
Vardas799      Pavarde799      6	5	4	3	10	9	2	1	2	1	
Vardas800      Pavarde800      3	1	7	10	4	4	1	10	6	10	
Vardas801      Pavarde801      1	2	5	2	7	10	9	5	6	1	
Vardas802      Pavarde802      5	10	7	7	10	7	7	6	5	1	
Vardas803      Pavarde803      5	7	4	10	2	1	5	10	10	6	
Vardas804      Pavarde804      10	5	2	1	5	1	3	5	9	1	
Vardas805      Pavarde805      9	8	5	10	1	6	9	8	1	3	
Vardas806      Pavarde806      7	6	4	7	10	2	6	3	3	8	
Vardas807      Pavarde807      8	1	9	5	5	5	8	8	5	2	
Vardas808      Pavarde808      9	10	4	9	4	2	6	3	6	4	
Vardas809      Pavarde809      9	1	4	10	7	5	6	7	9	2	
Vardas810      Pavarde810      10	3	9	6	3	7	5	7	10	6	
Vardas811      Pavarde811      5	6	7	10	6	1	6	2	10	9	
Vardas812      Pavarde812      4	8	1	1	3	8	1	3	1	9	
Vardas813      Pavarde813      3	3	2	10	4	6	6	3	7	2	
Vardas814      Pavarde814      4	6	1	4	1	1	2	4	10	1	
Vardas815      Pavarde815      7	10	7	6	4	4	2	3	6	10	
Vardas816      Pavarde816      10	10	3	3	7	3	9	6	9	9	
Vardas817      Pavarde817      2	4	3	3	2	4	10	2	9	10	
Vardas818      Pavarde818      1	8	1	9	4	5	1	9	8	6	
